observablecode,countrycode,indicatorcode,observationcode,timecode
3665,18,33,3383,20
3666,18,33,3384,20
3667,18,31,3385,20
3668,18,31,3386,20
3669,18,31,3387,20
3670,18,31,3388,20
3671,18,31,3389,20
3672,18,32,3390,20
3673,18,32,3391,20
3674,18,32,3392,20
3675,18,32,3393,20
3676,18,32,3394,20
3677,19,33,3395,20
3678,19,33,3396,20
3679,19,33,3397,20
3680,19,33,3398,20
3681,19,33,3399,20
3682,19,32,3400,20
3683,19,32,3401,20
3684,19,32,3402,20
3685,19,32,3403,20
3686,19,32,3404,20
3687,19,31,3405,20
3688,19,31,3406,20
3689,19,31,3407,20
3690,19,31,3408,20
3691,19,31,3409,20
3692,20,33,3410,20
3693,20,33,3411,20
3694,20,33,3412,20
3695,20,33,3413,20
3696,20,33,3414,20
3697,20,33,3415,20
3698,20,33,3416,20
3699,20,33,3417,20
3700,20,33,3418,20
3701,20,31,3419,20
3702,20,31,3420,20
3703,20,31,3421,20
3704,20,31,3422,20
3705,20,31,3423,20
3706,20,31,3424,20
3707,20,31,3425,20
3708,20,31,3426,20
3709,20,31,3427,20
3710,20,32,3428,20
3711,20,32,3429,20
3712,20,32,3430,20
3713,20,32,3431,20
3714,20,32,3432,20
3715,20,32,3433,20
3716,20,32,3434,20
3717,20,32,3435,20
3718,20,32,3436,20
3719,105,31,3437,20
3720,105,31,3438,20
3721,105,31,3439,20
3722,105,31,3440,20
3723,105,31,3441,20
3724,105,33,3442,20
3725,105,33,3443,20
3726,105,33,3444,20
3727,105,33,3445,20
3728,105,33,3446,20
3729,105,32,3447,20
3730,105,32,3448,20
3731,105,32,3449,20
3732,105,32,3450,20
3733,105,32,3451,20
3734,21,31,3452,20
3735,21,31,3453,20
3736,21,31,3454,20
3737,21,31,3455,20
3738,21,31,3456,20
3739,21,31,3457,20
3740,21,31,3458,20
3741,21,31,3459,20
3742,21,31,3460,20
3743,21,31,3461,20
3744,21,31,3462,20
3745,21,31,3463,20
3746,21,31,3464,20
3747,21,31,3465,20
3748,21,32,3466,20
3749,21,32,3467,20
3750,21,32,3468,20
3751,21,32,3469,20
3752,21,32,3470,20
3753,21,32,3471,20
3754,21,32,3472,20
3755,21,32,3473,20
3756,21,32,3474,20
3757,21,32,3475,20
3758,21,32,3476,20
3759,21,32,3477,20
3760,21,32,3478,20
3761,21,32,3479,20
3762,21,33,3480,20
3763,21,33,3481,20
3764,21,33,3482,20
3765,21,33,3483,20
3766,21,33,3484,20
3767,21,33,3485,20
3768,21,33,3486,20
3769,21,33,3487,20
3770,21,33,3488,20
3771,21,33,3489,20
3772,21,33,3490,20
3773,21,33,3491,20
3774,21,33,3492,20
3775,21,33,3493,20
3776,22,33,3494,20
3777,22,33,3495,20
3778,22,33,3496,20
3779,22,33,3497,20
3780,22,32,3498,20
3781,22,32,3499,20
3782,22,32,3500,20
3783,22,32,3501,20
3784,22,31,3502,20
3785,22,31,3503,20
3786,22,31,3504,20
3787,22,31,3505,20
3788,23,33,3506,20
3789,23,33,3507,20
3790,23,31,3508,20
3791,23,31,3509,20
3792,23,32,3510,20
3793,23,32,3511,20
3794,24,33,3512,20
3795,24,33,3513,20
3796,24,33,3514,20
3797,24,33,3515,20
3798,24,32,3516,20
3799,24,32,3517,20
3800,24,32,3518,20
3801,24,32,3519,20
3802,24,31,3520,20
3803,24,31,3521,20
3804,24,31,3522,20
3805,24,31,3523,20
3806,129,31,3524,20
3807,129,31,3525,20
3808,129,31,3526,20
3809,129,32,3527,20
3810,129,32,3528,20
3811,129,32,3529,20
3812,129,33,3530,20
3813,129,33,3531,20
3814,129,33,3532,20
3815,25,33,3533,20
3816,25,33,3534,20
3817,25,31,3535,20
3818,25,31,3536,20
3819,25,31,3537,20
3820,25,32,3538,20
3821,25,32,3539,20
3822,130,33,3540,20
3823,130,33,3541,20
3824,130,33,3542,20
3825,130,31,3543,20
3826,130,31,3544,20
3827,130,31,3545,20
3828,130,32,3546,20
3829,130,32,3547,20
3830,130,32,3548,20
3831,26,31,3549,20
3832,26,31,3550,20
3833,26,31,3551,20
3834,26,31,3552,20
3835,26,31,3553,20
3836,26,31,3554,20
3837,26,32,3555,20
3838,26,32,3556,20
3839,26,32,3557,20
3840,26,32,3558,20
3841,26,32,3559,20
3842,26,32,3560,20
3843,26,33,3561,20
3844,26,33,3562,20
3845,26,33,3563,20
3846,26,33,3564,20
3847,26,33,3565,20
3848,26,33,3566,20
3849,27,31,3567,20
3850,27,33,3568,20
3851,27,32,3569,20
3852,28,32,3570,20
3853,28,32,3571,20
3854,28,32,3572,20
3855,28,32,3573,20
3856,28,31,3574,20
3857,28,31,3575,20
3858,28,31,3576,20
3859,28,31,3577,20
3860,28,33,3578,20
3861,28,33,3579,20
3862,28,33,3580,20
3863,28,33,3581,20
3864,29,31,3582,20
3865,29,31,3583,20
3866,29,31,3584,20
3867,29,31,3585,20
3868,29,31,3586,20
3869,29,31,3587,20
3870,29,31,3588,20
3871,29,31,3589,20
3872,29,31,3590,20
3873,29,31,3591,20
3874,29,32,3592,20
3875,29,32,3593,20
3876,29,32,3594,20
3877,29,32,3595,20
3878,29,32,3596,20
3879,29,32,3597,20
3880,29,32,3598,20
3881,29,32,3599,20
3882,29,32,3600,20
3883,29,32,3601,20
3884,29,33,3602,20
3885,29,33,3603,20
3886,29,33,3604,20
3887,29,33,3605,20
3888,29,33,3606,20
3889,29,33,3607,20
3890,29,33,3608,20
3891,29,33,3609,20
3892,29,33,3610,20
3893,29,33,3611,20
3894,30,32,3612,20
3895,30,32,3613,20
3896,30,32,3614,20
3897,30,32,3615,20
3898,30,32,3616,20
3899,30,32,3617,20
3900,30,32,3618,20
3901,30,32,3619,20
3902,30,32,3620,20
3903,30,32,3621,20
3904,30,32,3622,20
3905,30,32,3623,20
3906,30,32,3624,20
3907,30,32,3625,20
3908,30,33,3626,20
3909,30,33,3627,20
3910,30,33,3628,20
3911,30,33,3629,20
3912,30,33,3630,20
3913,30,33,3631,20
3914,30,33,3632,20
3915,30,33,3633,20
3916,30,33,3634,20
3917,30,33,3635,20
3918,30,33,3636,20
3919,30,33,3637,20
3920,30,33,3638,20
3921,30,33,3639,20
3922,30,31,3640,20
3923,30,31,3641,20
3924,30,31,3642,20
3925,30,31,3643,20
3926,30,31,3644,20
3927,30,31,3645,20
3928,30,31,3646,20
3929,30,31,3647,20
3930,30,31,3648,20
3931,30,31,3649,20
3932,30,31,3650,20
3933,30,31,3651,20
3934,30,31,3652,20
3935,30,31,3653,20
3936,31,31,3654,20
3937,31,31,3655,20
3938,31,31,3656,20
3939,31,31,3657,20
3940,31,31,3658,20
3941,31,31,3659,20
3942,31,31,3660,20
3943,31,31,3661,20
3944,31,31,3662,20
3945,31,32,3663,20
3946,31,32,3664,20
3947,31,32,3665,20
3948,31,32,3666,20
3949,31,32,3667,20
3950,31,32,3668,20
3951,31,32,3669,20
3952,31,32,3670,20
3953,31,32,3671,20
3954,31,33,3672,20
3955,31,33,3673,20
3956,31,33,3674,20
3957,31,33,3675,20
3958,31,33,3676,20
3959,31,33,3677,20
3960,31,33,3678,20
3961,31,33,3679,20
3962,31,33,3680,20
3963,32,32,3681,20
3964,32,32,3682,20
3965,32,32,3683,20
3966,32,32,3684,20
3967,32,32,3685,20
3968,32,32,3686,20
3969,32,32,3687,20
3970,32,32,3688,20
3971,32,32,3689,20
3972,32,32,3690,20
3973,32,32,3691,20
3974,32,31,3692,20
3975,32,31,3693,20
3976,32,31,3694,20
3977,32,31,3695,20
3978,32,31,3696,20
3979,32,31,3697,20
3980,32,31,3698,20
3981,32,31,3699,20
3982,32,31,3700,20
3983,32,31,3701,20
3984,32,31,3702,20
3985,32,33,3703,20
3986,32,33,3704,20
3987,32,33,3705,20
3988,32,33,3706,20
3989,32,33,3707,20
3990,32,33,3708,20
3991,32,33,3709,20
3992,32,33,3710,20
3993,32,33,3711,20
3994,32,33,3712,20
3995,32,33,3713,20
3996,131,31,3714,20
3997,131,31,3715,20
3998,131,31,3716,20
3999,131,32,3717,20
4000,131,32,3718,20
4001,131,32,3719,20
4002,131,33,3720,20
4003,131,33,3721,20
4004,131,33,3722,20
4005,107,33,3723,20
4006,107,33,3724,20
4007,107,33,3725,20
4008,107,31,3726,20
4009,107,31,3727,20
4010,107,31,3728,20
4011,107,32,3729,20
4012,107,32,3730,20
4013,107,32,3731,20
4014,132,31,3732,20
4015,132,31,3733,20
4016,132,31,3734,20
4017,132,32,3735,20
4018,132,32,3736,20
4019,132,32,3737,20
4020,132,33,3738,20
4021,132,33,3739,20
4022,132,33,3740,20
4023,33,31,3741,20
4024,33,31,3742,20
4025,33,31,3743,20
4026,33,31,3744,20
4027,33,31,3745,20
4028,33,32,3746,20
4029,33,32,3747,20
4030,33,32,3748,20
4031,33,32,3749,20
4032,33,32,3750,20
4033,33,33,3751,20
4034,33,33,3752,20
4035,33,33,3753,20
4036,33,33,3754,20
4037,33,33,3755,20
4038,34,31,3756,20
4039,34,31,3757,20
4040,34,31,3758,20
4041,34,31,3759,20
4042,34,31,3760,20
4043,34,32,3761,20
4044,34,32,3762,20
4045,34,32,3763,20
4046,34,32,3764,20
4047,34,32,3765,20
4048,34,33,3766,20
4049,34,33,3767,20
4050,34,33,3768,20
4051,34,33,3769,20
4052,34,33,3770,20
4053,133,32,3771,20
4054,133,32,3772,20
4055,133,33,3773,20
4056,133,33,3774,20
4057,133,31,3775,20
4058,133,31,3776,20
4059,134,31,3777,20
4060,35,31,3778,20
4061,35,31,3779,20
4062,35,31,3780,20
4063,35,33,3781,20
4064,35,33,3782,20
4065,35,33,3783,20
4066,35,32,3784,20
4067,35,32,3785,20
4068,35,32,3786,20
4069,36,31,3787,20
4070,36,31,3788,20
4071,36,31,3789,20
4072,36,33,3790,20
4073,36,33,3791,20
4074,36,33,3792,20
4075,36,32,3793,20
4076,36,32,3794,20
4077,36,32,3795,20
4078,37,33,3796,20
4079,37,33,3797,20
4080,37,33,3798,20
4081,37,31,3799,20
4082,37,31,3800,20
4083,37,31,3801,20
4084,37,32,3802,20
4085,37,32,3803,20
4086,37,32,3804,20
4087,38,33,3805,20
4088,38,33,3806,20
4089,38,33,3807,20
4090,38,31,3808,20
4091,38,31,3809,20
4092,38,31,3810,20
4093,38,32,3811,20
4094,38,32,3812,20
4095,38,32,3813,20
4096,135,33,3814,20
4097,135,33,3815,20
4098,135,33,3816,20
4099,135,33,3817,20
4100,135,33,3818,20
4101,135,33,3819,20
4102,135,33,3820,20
4103,135,31,3821,20
4104,135,31,3822,20
4105,135,31,3823,20
4106,135,31,3824,20
4107,135,31,3825,20
4108,135,31,3826,20
4109,135,31,3827,20
4110,135,32,3828,20
4111,135,32,3829,20
4112,135,32,3830,20
4113,135,32,3831,20
4114,135,32,3832,20
4115,135,32,3833,20
4116,135,32,3834,20
4117,136,32,3835,20
4118,136,32,3025,20
4119,136,32,3025,20
4120,136,32,3025,20
4121,136,32,3025,20
4122,136,33,3836,20
4123,136,33,3837,20
4124,136,33,3837,20
4125,136,33,3837,20
4126,136,33,3837,20
4127,136,31,3838,20
4128,136,31,3839,20
4129,136,31,3839,20
4130,136,31,3839,20
4131,136,31,3839,20
4132,137,33,3840,20
4133,137,33,3841,20
4134,137,33,3842,20
4135,137,33,3842,20
4136,137,31,3843,20
4137,137,31,3025,20
4138,137,31,3844,20
4139,137,31,3844,20
4140,137,32,3845,20
4141,137,32,3031,20
4142,137,32,3121,20
4143,137,32,3121,20
4144,138,32,3846,20
4145,138,32,3847,20
4146,138,31,3848,20
4147,138,31,3849,20
4148,138,33,3850,20
4149,138,33,3851,20
4150,39,31,3852,20
4151,39,31,3853,20
4152,39,31,3854,20
4153,39,31,3855,20
4154,39,31,3856,20
4155,39,32,3857,20
4156,39,32,3858,20
4157,39,32,3859,20
4158,39,32,3860,20
4159,39,32,3861,20
4160,39,33,3862,20
4161,39,33,3863,20
4162,39,33,3864,20
4163,39,33,3865,20
4164,39,33,3866,20
4165,40,31,3867,20
4166,40,31,3868,20
4167,40,31,3869,20
4168,40,31,3870,20
4169,40,33,3871,20
4170,40,33,3872,20
4171,40,33,3873,20
4172,40,33,3874,20
4173,40,32,3875,20
4174,40,32,3876,20
4175,40,32,3877,20
4176,40,32,3878,20
4177,41,32,3879,20
4178,41,32,3880,20
4179,41,32,3881,20
4180,41,31,3882,20
4181,41,31,3883,20
4182,41,31,3884,20
4183,41,33,3885,20
4184,41,33,3886,20
4185,41,33,3887,20
4186,42,33,3888,20
4187,42,33,3889,20
4188,42,32,3890,20
4189,42,32,3891,20
4190,42,31,3892,20
4191,42,31,3893,20
4192,43,32,3894,20
4193,43,32,3895,20
4194,43,32,3896,20
4195,43,32,3897,20
4196,43,31,3898,20
4197,43,31,3899,20
4198,43,31,3900,20
4199,43,31,3901,20
4200,43,33,3902,20
4201,43,33,3903,20
4202,43,33,3904,20
4203,43,33,3905,20
4204,44,31,3906,20
4205,44,31,3907,20
4206,44,31,3908,20
4207,44,31,3909,20
4208,44,31,3910,20
4209,44,31,3911,20
4210,44,31,3912,20
4211,44,31,3913,20
4212,44,31,3914,20
4213,44,31,3915,20
4214,44,33,3916,20
4215,44,33,3917,20
4216,44,33,3918,20
4217,44,33,3919,20
4218,44,33,3920,20
4219,44,33,3921,20
4220,44,33,3922,20
4221,44,33,3923,20
4222,44,33,3924,20
4223,44,33,3925,20
4224,44,32,3926,20
4225,44,32,3927,20
4226,44,32,3928,20
4227,44,32,3929,20
4228,44,32,3930,20
4229,44,32,3931,20
4230,44,32,3932,20
4231,44,32,3933,20
4232,44,32,3934,20
4233,44,32,3935,20
4234,139,32,3936,20
4235,139,32,3937,20
4236,139,31,3938,20
4237,139,31,3939,20
4238,139,33,3940,20
4239,139,33,3941,20
4240,45,31,3942,20
4241,45,31,3943,20
4242,45,31,3944,20
4243,45,31,3945,20
4244,45,31,3946,20
4245,45,31,3947,20
4246,45,33,3948,20
4247,45,33,3949,20
4248,45,33,3950,20
4249,45,33,3951,20
4250,45,33,3952,20
4251,45,33,3953,20
4252,45,32,3954,20
4253,45,32,3955,20
4254,45,32,3956,20
4255,45,32,3957,20
4256,45,32,3958,20
4257,45,32,3959,20
4258,46,33,3960,20
4259,46,33,3961,20
4260,46,33,3962,20
4261,46,33,3963,20
4262,46,33,3964,20
4263,46,33,3965,20
4264,46,33,3966,20
4265,46,33,3967,20
4266,46,33,3968,20
4267,46,33,3969,20
4268,46,33,3970,20
4269,46,32,3971,20
4270,46,32,3972,20
4271,46,32,3973,20
4272,46,32,3974,20
4273,46,32,3975,20
4274,46,32,3976,20
4275,46,32,3977,20
4276,46,32,3978,20
4277,46,32,3979,20
4278,46,32,3980,20
4279,46,32,3981,20
4280,46,31,3982,20
4281,46,31,3983,20
4282,46,31,3984,20
4283,46,31,3985,20
4284,46,31,3986,20
4285,46,31,3987,20
4286,46,31,3988,20
4287,46,31,3989,20
4288,46,31,3990,20
4289,46,31,3991,20
4290,46,31,3992,20
4291,108,32,3993,20
4292,108,32,3994,20
4293,108,32,3995,20
4294,108,32,3996,20
4295,108,32,3997,20
4296,108,32,3998,20
4297,108,32,3999,20
4298,108,32,4000,20
4299,108,32,4001,20
4300,108,32,4002,20
4301,108,32,4003,20
4302,108,31,4004,20
4303,108,31,4005,20
4304,108,31,4006,20
4305,108,31,4007,20
4306,108,31,4008,20
4307,108,31,4009,20
4308,108,31,4010,20
4309,108,31,4011,20
4310,108,31,4012,20
4311,108,31,4013,20
4312,108,31,4014,20
4313,108,33,4015,20
4314,108,33,4016,20
4315,108,33,4017,20
4316,108,33,4018,20
4317,108,33,4019,20
4318,108,33,4020,20
4319,108,33,4021,20
4320,108,33,4022,20
4321,108,33,4023,20
4322,108,33,4024,20
4323,108,33,4025,20
4324,47,32,4026,20
4325,47,32,4027,20
4326,47,32,4028,20
4327,47,31,4029,20
4328,47,31,4030,20
4329,47,31,4031,20
4330,47,33,4032,20
4331,47,33,4033,20
4332,47,33,4034,20
4333,140,32,4035,20
4334,140,33,4036,20
4335,140,31,4037,20
4336,141,33,4038,20
4337,141,33,4039,20
4338,141,33,4040,20
4339,141,33,3123,20
4340,141,31,4041,20
4341,141,31,4042,20
4342,141,31,4043,20
4343,141,31,4044,20
4344,141,32,4045,20
4345,141,32,4046,20
4346,141,32,4047,20
4347,141,32,4048,20
4348,48,32,4049,20
4349,48,32,3939,20
4350,48,33,4050,20
4351,48,33,4051,20
4352,48,31,4052,20
4353,48,31,4053,20
4354,49,33,4054,20
4355,49,33,4055,20
4356,49,33,4056,20
4357,49,33,4057,20
4358,49,33,4058,20
4359,49,33,4059,20
4360,49,33,4060,20
4361,49,33,4061,20
4362,49,32,4062,20
4363,49,32,4063,20
4364,49,32,4064,20
4365,49,32,4065,20
4366,49,32,4066,20
4367,49,32,4067,20
4368,49,32,4068,20
4369,49,32,4069,20
4370,49,31,4070,20
4371,49,31,4071,20
4372,49,31,4072,20
4373,49,31,4073,20
4374,49,31,4074,20
4375,49,31,4075,20
4376,49,31,4076,20
4377,49,31,4077,20
4378,50,33,4078,20
4379,50,33,4079,20
4380,50,33,4080,20
4381,50,33,4081,20
4382,50,31,4082,20
4383,50,31,4083,20
4384,50,31,4084,20
4385,50,31,4085,20
4386,50,32,4086,20
4387,50,32,4087,20
4388,50,32,4088,20
4389,50,32,4089,20
4390,51,31,4090,20
4391,51,31,4091,20
4392,51,31,4092,20
4393,51,31,4093,20
4394,51,33,4094,20
4395,51,33,4095,20
4396,51,33,4096,20
4397,51,33,4097,20
4398,51,32,4098,20
4399,51,32,4099,20
4400,51,32,4100,20
4401,51,32,4101,20
4402,142,31,4102,20
4403,142,31,4103,20
4404,142,31,4104,20
4405,142,31,4105,20
4406,142,31,4106,20
4407,142,31,4107,20
4408,142,31,4108,20
4409,142,31,4109,20
4410,142,31,4110,20
4411,142,31,4111,20
4412,142,31,4112,20
4413,142,31,4113,20
4414,142,31,4114,20
4415,142,31,4115,20
4416,142,33,4116,20
4417,142,33,4117,20
4418,142,33,4118,20
4419,142,33,4119,20
4420,142,33,4120,20
4421,142,33,4121,20
4422,142,33,4122,20
4423,142,33,4123,20
4424,142,33,4124,20
4425,142,33,4125,20
4426,142,33,4126,20
4427,142,33,4127,20
4428,142,33,4128,20
4429,142,33,4129,20
4430,142,32,4130,20
4431,142,32,4131,20
4432,142,32,4132,20
4433,142,32,4133,20
4434,142,32,4134,20
4435,142,32,4135,20
4436,142,32,4136,20
4437,142,32,4137,20
4438,142,32,4138,20
4439,142,32,4139,20
4440,142,32,4140,20
4441,142,32,4141,20
4442,142,32,4142,20
4443,142,32,4143,20
4444,52,33,4144,20
4445,52,33,4145,20
4446,52,33,4146,20
4447,52,32,4147,20
4448,52,32,4148,20
4449,52,32,4149,20
4450,52,31,4150,20
4451,52,31,4151,20
4452,52,31,4152,20
4453,53,32,4153,20
4454,53,32,4154,20
4455,53,32,4155,20
4456,53,32,4156,20
4457,53,32,4157,20
4458,53,32,4158,20
4459,53,33,4159,20
4460,53,33,4160,20
4461,53,33,4161,20
4462,53,33,4162,20
4463,53,33,4163,20
4464,53,33,4164,20
4465,53,31,4165,20
4466,53,31,4166,20
4467,53,31,4167,20
4468,53,31,4168,20
4469,53,31,4169,20
4470,53,31,4170,20
4471,143,32,4171,20
4472,143,32,4172,20
4473,143,32,4173,20
4474,143,33,4174,20
4475,143,33,4175,20
4476,143,33,4176,20
4477,143,31,4177,20
4478,143,31,4178,20
4479,143,31,4179,20
4480,144,32,4180,20
4481,144,32,4181,20
4482,144,32,4182,20
4483,144,33,4183,20
4484,144,33,4184,20
4485,144,33,4185,20
4486,144,31,4186,20
4487,144,31,4187,20
4488,144,31,4188,20
4489,54,33,4189,20
4490,54,33,4190,20
4491,54,33,4191,20
4492,54,32,4192,20
4493,54,32,4193,20
4494,54,32,4194,20
4495,54,31,4195,20
4496,54,31,4196,20
4497,54,31,4197,20
4498,55,33,4198,20
4499,55,33,4199,20
4500,55,33,4200,20
4501,55,31,4201,20
4502,55,31,4202,20
4503,55,31,4203,20
4504,55,32,4204,20
4505,55,32,4205,20
4506,55,32,4206,20
4507,145,31,4207,20
4508,145,31,4208,20
4509,145,31,3031,20
4510,145,33,4209,20
4511,145,33,4210,20
4512,145,33,3136,20
4513,145,32,4211,20
4514,145,32,4053,20
4515,145,32,3209,20
4516,146,32,4212,20
4517,146,32,4213,20
4518,146,32,4214,20
4519,146,31,4215,20
4520,146,31,4216,20
4521,146,31,4217,20
4522,146,33,4218,20
4523,146,33,4219,20
4524,146,33,4220,20
4525,147,33,4221,20
4526,147,33,4222,20
4527,147,33,4223,20
4528,147,33,4224,20
4529,147,33,4225,20
4530,147,32,4226,20
4531,147,32,4227,20
4532,147,32,4228,20
4533,147,32,4229,20
4534,147,32,4230,20
4535,147,31,4231,20
4536,147,31,4232,20
4537,147,31,4233,20
4538,147,31,4234,20
4539,147,31,4235,20
4540,56,32,4236,20
4541,56,32,4237,20
4542,56,32,4238,20
4543,56,32,4239,20
4544,56,31,4240,20
4545,56,31,4241,20
4546,56,31,4242,20
4547,56,31,4243,20
4548,56,33,4244,20
4549,56,33,4245,20
4550,56,33,4246,20
4551,56,33,4247,20
4552,57,31,4248,20
4553,57,31,4249,20
4554,57,31,4250,20
4555,57,31,4251,20
4556,57,31,4252,20
4557,57,33,4253,20
4558,57,33,4254,20
4559,57,33,4255,20
4560,57,33,4256,20
4561,57,33,4257,20
4562,57,32,4258,20
4563,57,32,4259,20
4564,57,32,4260,20
4565,57,32,4261,20
4566,57,32,4262,20
4567,148,33,4263,20
4568,148,33,4264,20
4569,148,33,4265,20
4570,148,33,4266,20
4571,148,33,4267,20
4572,148,32,4268,20
4573,148,32,4269,20
4574,148,32,4270,20
4575,148,32,4271,20
4576,148,32,4272,20
4577,148,31,4273,20
4578,148,31,4274,20
4579,148,31,4275,20
4580,148,31,4276,20
4581,148,31,4277,20
4582,58,31,4278,20
4583,58,31,4279,20
4584,58,31,4280,20
4585,58,31,4281,20
4586,58,31,4281,20
4587,58,31,4282,20
4588,58,31,4283,20
4589,58,31,4284,20
4590,58,32,4285,20
4591,58,32,4286,20
4592,58,32,4287,20
4593,58,32,4288,20
4594,58,32,4288,20
4595,58,32,4289,20
4596,58,32,4290,20
4597,58,32,4291,20
4598,58,33,4292,20
4599,58,33,4293,20
4600,58,33,4294,20
4601,58,33,4295,20
4602,58,33,4295,20
4603,58,33,4296,20
4604,58,33,4297,20
4605,58,33,4298,20
4606,59,31,4299,20
4607,59,31,4300,20
4608,59,31,4301,20
4609,59,31,4302,20
4610,59,31,4303,20
4611,59,31,4304,20
4612,59,31,4305,20
4613,59,32,4306,20
4614,59,32,4307,20
4615,59,32,4308,20
4616,59,32,4309,20
4617,59,32,4310,20
4618,59,32,4311,20
4619,59,32,4312,20
4620,59,33,4313,20
4621,59,33,4314,20
4622,59,33,4315,20
4623,59,33,4316,20
4624,59,33,4317,20
4625,59,33,4318,20
4626,59,33,4319,20
4627,149,33,4320,20
4628,149,33,4321,20
4629,149,33,4322,20
4630,149,33,4323,20
4631,149,33,4324,20
4632,149,31,4325,20
4633,149,31,4326,20
4634,149,31,4327,20
4635,149,31,4328,20
4636,149,31,4329,20
4637,149,32,4330,20
4638,149,32,4331,20
4639,149,32,4332,20
4640,149,32,4333,20
4641,149,32,4334,20
4642,150,33,4335,20
4643,150,31,4336,20
4644,150,32,4337,20
4645,151,32,4338,20
4646,151,32,4339,20
4647,151,32,4340,20
4648,151,32,4340,20
4649,151,31,4341,20
4650,151,31,3025,20
4651,151,31,3844,20
4652,151,31,3844,20
4653,151,33,4342,20
4654,151,33,4340,20
4655,151,33,4343,20
4656,151,33,4343,20
4657,60,32,4344,20
4658,60,32,4345,20
4659,60,32,4346,20
4660,60,33,4347,20
4661,60,33,4348,20
4662,60,33,4349,20
4663,60,31,4350,20
4664,60,31,4351,20
4665,60,31,4352,20
4666,152,32,4353,20
4667,152,32,4354,20
4668,152,32,4355,20
4669,152,32,4356,20
4670,152,31,4357,20
4671,152,31,4358,20
4672,152,31,4359,20
4673,152,31,4360,20
4674,152,33,4361,20
4675,152,33,4362,20
4676,152,33,4363,20
4677,152,33,4364,20
4678,61,31,4365,20
4679,61,31,4366,20
4680,61,31,4367,20
4681,61,31,4368,20
4682,61,31,4369,20
4683,61,31,4370,20
4684,61,31,4371,20
4685,61,31,4372,20
4686,61,31,4373,20
4687,61,31,4374,20
4688,61,31,4375,20
4689,61,31,4376,20
4690,61,31,4377,20
4691,61,31,4378,20
4692,61,31,4379,20
4693,61,31,4380,20
4694,61,31,4381,20
4695,61,31,4382,20
4696,61,31,4383,20
4697,61,32,4384,20
4698,61,32,4385,20
4699,61,32,4386,20
4700,61,32,4387,20
4701,61,32,4388,20
4702,61,32,4389,20
4703,61,32,4390,20
4704,61,32,4391,20
4705,61,32,4392,20
4706,61,32,4393,20
4707,61,32,4394,20
4708,61,32,4395,20
4709,61,32,4396,20
4710,61,32,4397,20
4711,61,32,4398,20
4712,61,32,4399,20
4713,61,32,4400,20
4714,61,32,4401,20
4715,61,32,4402,20
4716,61,33,4403,20
4717,61,33,4404,20
4718,61,33,4405,20
4719,61,33,4406,20
4720,61,33,4407,20
4721,61,33,4408,20
4722,61,33,4409,20
4723,61,33,4410,20
4724,61,33,4411,20
4725,61,33,4412,20
4726,61,33,4413,20
4727,61,33,4414,20
4728,61,33,4415,20
4729,61,33,4416,20
4730,61,33,4417,20
4731,61,33,4418,20
4732,61,33,4419,20
4733,61,33,4420,20
4734,61,33,4421,20
4735,62,31,4422,20
4736,62,31,4423,20
4737,62,31,4424,20
4738,62,33,4425,20
4739,62,33,4426,20
4740,62,33,4427,20
4741,62,32,4428,20
4742,62,32,4429,20
4743,62,32,4430,20
4744,63,33,4431,20
4745,63,33,4432,20
4746,63,33,4433,20
4747,63,33,4434,20
4748,63,33,4435,20
4749,63,31,4436,20
4750,63,31,4437,20
4751,63,31,4438,20
4752,63,31,4439,20
4753,63,31,4440,20
4754,63,32,4441,20
4755,63,32,4442,20
4756,63,32,4443,20
4757,63,32,4444,20
4758,63,32,4445,20
4759,153,32,4446,20
4760,153,32,4447,20
4761,153,32,4448,20
4762,153,32,4449,20
4763,153,32,4450,20
4764,153,32,4451,20
4765,153,32,4452,20
4766,153,32,4453,20
4767,153,33,4454,20
4768,153,33,4455,20
4769,153,33,4456,20
4770,153,33,4457,20
4771,153,33,4458,20
4772,153,33,4459,20
4773,153,33,4460,20
4774,153,33,4461,20
4775,153,31,4462,20
4776,153,31,4463,20
4777,153,31,4464,20
4778,153,31,4465,20
4779,153,31,4466,20
4780,153,31,4467,20
4781,153,31,4468,20
4782,153,31,4469,20
4783,64,31,4470,20
4784,64,31,4471,20
4785,64,31,4472,20
4786,64,31,4473,20
4787,64,31,4474,20
4788,64,31,4475,20
4789,64,33,4476,20
4790,64,33,4477,20
4791,64,33,4478,20
4792,64,33,4479,20
4793,64,33,4480,20
4794,64,33,4481,20
4795,64,32,4482,20
4796,64,32,4483,20
4797,64,32,4484,20
4798,64,32,4485,20
4799,64,32,4486,20
4800,64,32,4487,20
4801,65,32,4488,20
4802,65,32,4489,20
4803,65,32,4490,20
4804,65,31,4491,20
4805,65,31,4492,20
4806,65,31,4493,20
4807,65,33,4494,20
4808,65,33,4495,20
4809,65,33,4496,20
4810,66,31,4497,20
4811,66,31,4498,20
4812,66,31,4499,20
4813,66,31,4500,20
4814,66,31,4501,20
4815,66,32,4502,20
4816,66,32,4503,20
4817,66,32,4504,20
4818,66,32,4505,20
4819,66,32,4506,20
4820,66,33,4507,20
4821,66,33,4508,20
4822,66,33,4509,20
4823,66,33,4510,20
4824,66,33,4511,20
4825,67,32,4512,20
4826,67,32,4513,20
4827,67,32,4514,20
4828,67,32,4515,20
